"question" "group" "Questionnaire no." "value" "label" "group_label" "display" "non_strat_cutpoints" "stratified" "person_type" "type"
"s_17_5" "1" "6e" "1" "Valgt" "Hjerneblødning, blodprop i hjernen" "0" NA "0" "pat" "no_cutpoints"
"s_17_6" "0" "6f" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_17_6" "1" "6f" "1" "Valgt" "Kronisk bronkitis, for store lunger, rygerlunger (emfysem, KOL)" "0" NA "0" "pat" "no_cutpoints"
"s_17_7" "0" "6g" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_17_7" "1" "6g" "1" "Valgt" "Slidgigt" "0" NA "0" "pat" "no_cutpoints"
"s_17_8" "0" "6h" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_17_8" "1" "6h" "1" "Valgt" "Leddegigt" "0" NA "0" "pat" "no_cutpoints"
"s_17_9" "0" "6i" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_17_9" "1" "6i" "1" "Valgt" "Knogleskørhed (Osteoporose)" "0" NA "0" "pat" "no_cutpoints"
"s_18" "1" "6.1" "1" "Ja, i høj grad" "Ja, i høj grad" "1" "1" "1" "pat" "no_cutpoints"
"s_18" "2" "6.1" "2" "Ja, i nogen grad" "Ja, i nogen grad" "2" "1" "1" "pat" "no_cutpoints"
"s_18" "3" "6.1" "3" "I mindre grad" "I mindre grad" "3" "1" "1" "pat" "no_cutpoints"
"s_18" "4" "6.1" "5" "Nej, slet ikke" "Nej, slet ikke" "4" "1" "1" "pat" "no_cutpoints"
"s_18" "5" "6.1" "4" "Ved ikke" "Ved ikke" "5" "1" "1" "pat" "no_cutpoints"
"s_18" "6" "6.1" "6" "Ikke relevant - det var ikke nødvendigt eller relevant at tage hensyn til andre sygdomme" "Ikke relevant - det var ikke nødvendigt eller relevant at tage hensyn til andre sygdomme" "6" "1" "1" "pat" "no_cutpoints"
"s_184" "0" "14c" "1" "Ja, i høj grad" "I nogen grad/i høj grad" "0" "1" "1" "pat" "no_cutpoints"
"s_184" "1" "14c" "3" "I mindre grad" "Dine fysiske symptomer/reaktioner" "1" "1" "1" "pat" "no_cutpoints"
"s_184" "2" "14d" "4" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_186" "0" "14e" "1" "Ja, i høj grad" "I nogen grad/i høj grad" "0" "1" "1" "pat" "no_cutpoints"
"s_186" "1" "14e" "3" "I mindre grad" "Pårørendes følelsesmæssige reaktioner" "1" "1" "1" "pat" "no_cutpoints"
"s_186" "2" "14e" "4" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_187" "1" "15" "1" "Ja, i høj grad" "Ja, i høj grad" "1" "1" "1" "pat" "no_cutpoints"
"s_187" "2" "15" "2" "Ja, i nogen grad" "Ja, i nogen grad" "2" "1" "1" "pat" "no_cutpoints"
"s_187" "3" "15" "3" "I mindre grad" "I mindre grad" "3" "1" "1" "pat" "no_cutpoints"
"s_187" "4" "15" "5" "Nej, slet ikke" "Nej, slet ikke" "4" "1" "1" "pat" "no_cutpoints"
"s_187" "5" "15" "4" "Ved ikke" "Ved ikke" "5" "1" "1" "pat" "no_cutpoints"
"s_187" "6" "15" "6" "Jeg har ingen pårørende" "Jeg har ingen pårørende" "6" "1" "1" "pat" "no_cutpoints"
"s_19" "1" "13" "1" "Ja" "Ja" "0" NA "0" "pat" "no_cutpoints"
"s_19" "2" "13" "2" "Nej" "Nej" "0" NA "0" "pat" "no_cutpoints"
"s_194" "0" "17h" "1" "Ja, og jeg tog imod tilbuddet" "Ja, fik tilbuddet" "0" "1" "1" "pat" "no_cutpoints"
"s_194" "3" "17h" "4" "Ja, men jeg tog ikke imod tilbuddet" "Ja, men jeg tog ikke imod tilbuddet" "0" "1" "1" "pat" "no_cutpoints"
"s_194" "1" "17h" "5" "Nej" "Undervisning i de psykiske reaktioner på sygdommen" "1" "1" "1" "pat" "no_cutpoints"
"s_194" "2" "17h" "6" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" "1" "1" "pat" "no_cutpoints"
"s_1_1" "0" "1a" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_1_1" "1" "1a" "1" "Valgt" "Åreforsnævring i hjertet" "0" NA "0" "pat" "no_cutpoints"
"s_1_2" "0" "1b" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_1_2" "1" "1b" "1" "Valgt" "Hjertesvigt" "0" NA "0" "pat" "no_cutpoints"
"s_1_3" "0" "1c" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_1_3" "1" "1c" "1" "Valgt" "Atrieflimren/-flagren" "0" NA "0" "pat" "no_cutpoints"
"s_1_4" "0" "1d" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_1_4" "1" "1d" "1" "Valgt" "Hjerteklapsygdom" "0" NA "0" "pat" "no_cutpoints"
"s_1_5" "0" "1e" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_1_5" "1" "1e" "1" "Valgt" "Anden hjertesygdom" "0" NA "0" "pat" "no_cutpoints"
"s_1_6" "0" "1f" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_1_6" "1" "1f" "1" "Valgt" "Jeg har ikke fået en hjertesygdom i 2018" "0" NA "0" "pat" "no_cutpoints"
"s_203" "1" "18.1" "1" "Ja" "Ja" "0" NA "0" "pat" "no_cutpoints"
"s_203" "2" "18.1" "2" "Nej" "Nej" "0" NA "0" "pat" "no_cutpoints"
"s_205" "1" "20" "1" "Ja" "Ja" "0" NA "0" "pat" "no_cutpoints"
"s_205" "2" "20" "2" "Nej" "Nej" "0" NA "0" "pat" "no_cutpoints"
"s_206" "2" "20.2" "1" "Ja, men jeg er tilbage i arbejde" "Ja, men jeg er tilbage i arbejde" "2" "1" "1" "pat" "no_cutpoints"
"s_206" "1" "20.2" "3" "Ja, og jeg er stadig sygemeldt" "Ja, og jeg er stadig sygemeldt" "1" "1" "1" "pat" "no_cutpoints"
"s_206" "3" "20.2" "2" "Nej" "Nej" "3" "1" "1" "pat" "no_cutpoints"
"s_207" "1" "22.1" "1" "Ja, og jeg fik professionel rådgivning" "Ja, og jeg fik professionel rådgivning" "0" NA "0" "pat" "no_cutpoints"
"s_207" "2" "22.1" "2" "Ja, men jeg fik ikke professionel rådgivning" "Ja, men jeg fik ikke professionel rådgivning" "0" NA "0" "pat" "no_cutpoints"
"s_207" "4" "22.1" "4" "Nej" "Nej" "0" NA "0" "pat" "no_cutpoints"
"s_219" "0" "17.1a" "1" "Særdeles god" "Særdeles god/Overvejende god" "0" "1" "1" "pat" "no_cutpoints"
"s_219" "1" "17.1a" "3" "Hverken god eller dårlig" "Fysisk træning" "1" "1" "1" "pat" "no_cutpoints"
"s_219" "2" "17.1a" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_220" "0" "17.1b" "1" "Særdeles god" "Særdeles god/Overvejende god" "0" "1" "1" "pat" "no_cutpoints"
"s_220" "1" "17.1b" "3" "Hverken god eller dårlig" "Rådgivning om kost" "1" "1" "1" "pat" "no_cutpoints"
"s_220" "2" "17.1b" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_221" "0" "17.1c" "1" "Særdeles god" "Særdeles god/Overvejende god" "0" "1" "1" "pat" "no_cutpoints"
"s_221" "1" "17.1c" "3" "Hverken god eller dårlig" "Psykisk støtte" "1" "1" "1" "pat" "no_cutpoints"
"s_221" "2" "17.1c" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_222" "0" "17.1d" "1" "Særdeles god" "Særdeles god/Overvejende god" "0" "1" "1" "pat" "no_cutpoints"
"s_222" "1" "17.1d" "3" "Hverken god eller dårlig" "Undervisning i din sygdom" "1" "1" "1" "pat" "no_cutpoints"
"s_222" "2" "17.1d" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_223" "0" "17.1e" "1" "Særdeles god" "Særdeles god/Overvejende god" "0" "1" "1" "pat" "no_cutpoints"
"s_223" "1" "17.1e" "3" "Hverken god eller dårlig" "Rådgivning om sex og samliv" "1" "1" "1" "pat" "no_cutpoints"
"s_223" "2" "17.1e" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_224" "0" "17.1f" "1" "Særdeles god" "Særdeles god/Overvejende god" "0" "1" "1" "pat" "no_cutpoints"
"s_224" "1" "17.1f" "3" "Hverken god eller dårlig" "Individuel samtale om medicin" "1" "1" "1" "pat" "no_cutpoints"
"s_224" "2" "17.1f" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_225" "0" "17.1g" "1" "Særdeles god" "Særdeles god/Overvejende god" "0" "1" "1" "pat" "no_cutpoints"
"s_225" "1" "17.1g" "3" "Hverken god eller dårlig" "Rådgivning om arbejdsmarkedstilknytning" "1" "1" "1" "pat" "no_cutpoints"
"s_225" "2" "17.1g" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_226" "0" "17.1h" "1" "Særdeles god" "Særdeles god/Overvejende god" "0" "1" "1" "pat" "no_cutpoints"
"s_226" "1" "17.1h" "3" "Hverken god eller dårlig" "Undervisning i de psykiske reaktioner på sygdommen" "1" "1" "1" "pat" "no_cutpoints"
"s_226" "2" "17.1h" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_227" "1" "5" "1" "Ja, i høj grad" "Ja, i høj grad" "0" NA "0" "pat" "no_cutpoints"
"s_227" "2" "5" "2" "Ja, i nogen grad" "Ja, i nogen grad" "0" NA "0" "pat" "no_cutpoints"
"s_227" "3" "5" "3" "I mindre grad" "I mindre grad" "0" NA "0" "pat" "no_cutpoints"
"s_227" "4" "5" "4" "Nej, slet ikke" "Nej, slet ikke" "0" NA "0" "pat" "no_cutpoints"
"s_227" "5" "5" "5" "Ved ikke" "Ved ikke" "0" NA "0" "pat" "no_cutpoints"
"s_229" "1" "13.1" "1" "Ja, i høj grad" "Ja, i høj grad" "0" NA "0" "pat" "no_cutpoints"
"s_229" "2" "13.1" "2" "Ja, i nogen grad" "Ja, i nogen grad" "0" NA "0" "pat" "no_cutpoints"
"s_229" "3" "13.1" "3" "I mindre grad" "I mindre grad" "0" NA "0" "pat" "no_cutpoints"
"s_229" "4" "13.1" "4" "Nej, slet ikke" "Nej, slet ikke" "0" NA "0" "pat" "no_cutpoints"
"s_229" "5" "13.1" "5" "Ved ikke" "Ved ikke" "0" NA "0" "pat" "no_cutpoints"
"s_230" "1" "13.2" "1" "Ja, i høj grad" "Ja, i høj grad" "0" NA "0" "pat" "no_cutpoints"
"s_230" "2" "13.2" "2" "Ja, i nogen grad" "Ja, i nogen grad" "0" NA "0" "pat" "no_cutpoints"
"s_230" "3" "13.2" "3" "I mindre grad" "I mindre grad" "0" NA "0" "pat" "no_cutpoints"
"s_230" "4" "13.2" "4" "Nej, slet ikke" "Nej, slet ikke" "0" NA "0" "pat" "no_cutpoints"
"s_230" "5" "13.2" "5" "Ved ikke" "Ved ikke" "0" NA "0" "pat" "no_cutpoints"
"s_231_1" "0" "12a" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_231_1" "1" "12a" "1" "Valgt" "Min behandling blev udsat eller aflyst" "0" NA "0" "pat" "no_cutpoints"
"s_231_2" "0" "12b" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_231_2" "1" "12b" "1" "Valgt" "Ventetiden til en behandling var meget lang eller behandlingsgarantien blev ikke overholdt" "0" NA "0" "pat" "no_cutpoints"
"s_231_3" "0" "12c" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_231_3" "1" "12c" "1" "Valgt" "Fejlbehandlet (f.eks. forkert operation/ medicin)" "0" NA "0" "pat" "no_cutpoints"
"s_231_4" "0" "12d" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_231_4" "1" "12d" "1" "Valgt" "Fejl i min journal eller vigtig information om mit sygdomsforløb manglede" "0" NA "0" "pat" "no_cutpoints"
"s_231_5" "0" "12e" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_231_5" "1" "12e" "1" "Valgt" "Der opstod alvorlige komplikationer under/efter operation" "0" NA "0" "pat" "no_cutpoints"
"s_231_6" "0" "12f" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_231_6" "1" "12f" "1" "Valgt" "Andre fejl eller utilsigtede hændelser" "0" NA "0" "pat" "no_cutpoints"
"s_231_7" "0" "12g" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_231_7" "1" "12g" "1" "Valgt" "Nej, jeg har ikke oplevet fejl eller utilsigtede hændelser" "0" NA "0" "pat" "no_cutpoints"
"s_233" "0" "14g" "1" "Ja, i høj grad" "I nogen grad/i høj grad" "0" "1" "1" "pat" "no_cutpoints"
"s_233" "1" "14g" "3" "I mindre grad" "Betydning for dit sex- og samliv" "1" "1" "1" "pat" "no_cutpoints"
"s_233" "2" "14g" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_234" "0" "14h" "1" "Ja, i høj grad" "I nogen grad/i høj grad" "0" "1" "1" "pat" "no_cutpoints"
"s_234" "1" "14h" "3" "I mindre grad" "Hvad du selv kan gøre for at få det bedre" "1" "1" "1" "pat" "no_cutpoints"
"s_234" "2" "14h" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_235" "0" "14i" "1" "Ja, i høj grad" "I nogen grad/i høj grad" "0" "1" "1" "pat" "no_cutpoints"
"s_235" "1" "14i" "3" "I mindre grad" "Hvor du skal henvende dig i tilfælde af forværring" "1" "1" "1" "pat" "no_cutpoints"
"s_235" "2" "14i" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_236" "0" "14j" "1" "Ja, i høj grad" "I nogen grad/i høj grad" "0" "1" "1" "pat" "no_cutpoints"
"s_236" "1" "14j" "3" "I mindre grad" "Hvad du kan holde til rent fysisk" "1" "1" "1" "pat" "no_cutpoints"
"s_236" "2" "14j" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_237" "0" "14k" "1" "Ja, i høj grad" "I nogen grad/i høj grad" "0" "1" "1" "pat" "no_cutpoints"
"s_237" "1" "14k" "3" "I mindre grad" "Mulige årsager til din hjertesygdom" "1" "1" "1" "pat" "no_cutpoints"
"s_237" "2" "14k" "5" "Ved ikke" "" "0" "1" "1" "pat" "no_cutpoints"
"s_238" "1" "15.1" "1" "Ja, i høj grad" "Ja, i høj grad" "0" NA "0" "pat" "no_cutpoints"
"s_238" "2" "15.1" "2" "Ja, i nogen grad" "Ja, i nogen grad" "0" NA "0" "pat" "no_cutpoints"
"s_238" "3" "15.1" "3" "I mindre grad" "I mindre grad" "0" NA "0" "pat" "no_cutpoints"
"s_238" "4" "15.1" "4" "Nej, slet ikke" "Nej, slet ikke" "0" NA "0" "pat" "no_cutpoints"
"s_238" "5" "15.1" "5" "Ved ikke" "Ved ikke" "0" NA "0" "pat" "no_cutpoints"
"s_239" "1" "15.2" "1" "Ja" "Ja" "0" NA "0" "pat" "no_cutpoints"
"s_239" "2" "15.2" "2" "Nej" "Nej" "0" NA "0" "pat" "no_cutpoints"
"s_241" "1" "18.2" "1" "Ja, og jeg fik rådgivning" "Ja, og jeg fik rådgivning" "1" "1" "1" "pat" "no_cutpoints"
"s_241" "2" "18.2" "4" "Ja, men jeg ønskede ikke rådgivning" "Ja, men jeg ønskede ikke rådgivning" "2" "1" "1" "pat" "no_cutpoints"
"s_241" "3" "18.2" "2" "Nej" "Nej" "3" "1" "1" "pat" "no_cutpoints"
"s_241" "4" "18.2" "3" "Ved ikke" "Ved ikke" "4" "1" "1" "pat" "no_cutpoints"
"s_242" "1" "20.2.1" "1" "Ja, i høj grad" "Ja, i høj grad" "0" NA "0" "pat" "no_cutpoints"
"s_242" "2" "20.2.1" "2" "Ja, i nogen grad" "Ja, i nogen grad" "0" NA "0" "pat" "no_cutpoints"
"s_242" "3" "20.2.1" "3" "I mindre grad" "I mindre grad" "0" NA "0" "pat" "no_cutpoints"
"s_242" "4" "20.2.1" "4" "Nej, slet ikke" "Nej, slet ikke" "0" NA "0" "pat" "no_cutpoints"
"s_243" "0" "30a" "1" "Hele tiden" "" "0" "1" "1" "pat" "no_cutpoints"
"s_243" "1" "30a" "2" "Det meste af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_243" "2" "30a" "3" "Lidt mere end halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_243" "3" "30a" "4" "Lidt mindre end halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_243" "4" "30a" "5" "Lidt af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_243" "5" "30a" "6" "På intet tidspunkt" "" "5" "1" "1" "pat" "no_cutpoints"
"s_244" "5" "30b" "1" "Hele tiden" "" "5" "1" "1" "pat" "no_cutpoints"
"s_244" "4" "30b" "2" "Det meste af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_244" "3" "30b" "3" "Lidt mere end halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_244" "2" "30b" "4" "Lidt mindre end halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_244" "1" "30b" "5" "Lidt af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_244" "0" "30b" "6" "På intet tidspunkt" "" "0" "1" "1" "pat" "no_cutpoints"
"s_245" "5" "30c" "1" "Hele tiden" "" "5" "1" "1" "pat" "no_cutpoints"
"s_245" "4" "30c" "2" "Det meste af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_245" "3" "30c" "3" "Lidt mere end halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_245" "2" "30c" "4" "Lidt mindre end halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_245" "1" "30c" "5" "Lidt af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_245" "0" "30c" "6" "På intet tidspunkt" "" "0" "1" "1" "pat" "no_cutpoints"
"s_246" "5" "30d" "1" "Hele tiden" "" "5" "1" "1" "pat" "no_cutpoints"
"s_246" "4" "30d" "2" "Det meste af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_246" "3" "30d" "3" "Lidt mere end halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_246" "2" "30d" "4" "Lidt mindre end halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_246" "1" "30d" "5" "Lidt af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_246" "0" "30d" "6" "På intet tidspunkt" "" "0" "1" "1" "pat" "no_cutpoints"
"s_247" "5" "30e" "1" "Hele tiden" "" "5" "1" "1" "pat" "no_cutpoints"
"s_247" "4" "30e" "2" "Det meste af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_247" "3" "30e" "3" "Lidt mere end halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_247" "2" "30e" "4" "Lidt mindre end halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_247" "1" "30e" "5" "Lidt af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_247" "0" "30e" "6" "På intet tidspunkt" "" "0" "1" "1" "pat" "no_cutpoints"
"s_248" "1" "28a" "1" "I høj grad" "Ikke at få den rette behandling" "1" "1" "1" "pat" "no_cutpoints"
"s_248" "0" "28a" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_248" "2" "28a" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_249" "1" "28b" "1" "I høj grad" "Om din hjertesygdom forværres" "1" "1" "1" "pat" "no_cutpoints"
"s_249" "0" "28b" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_249" "2" "28b" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_250" "1" "28c" "1" "I høj grad" "At dine nærmeste bekymrer sig" "1" "1" "1" "pat" "no_cutpoints"
"s_250" "0" "28c" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_250" "2" "28c" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_251" "1" "28d" "1" "I høj grad" "At være en byrde for din familie" "1" "1" "1" "pat" "no_cutpoints"
"s_251" "0" "28d" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_251" "2" "28d" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_252" "1" "28e" "1" "I høj grad" "Hvordan det skal gå din familie i fremtiden" "1" "1" "1" "pat" "no_cutpoints"
"s_252" "0" "28e" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_252" "2" "28e" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_253" "1" "28f" "1" "I høj grad" "Hvordan du får talt med dine nærmeste om din sygdom" "1" "1" "1" "pat" "no_cutpoints"
"s_253" "0" "28f" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_253" "2" "28f" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_254" "1" "28g" "1" "I høj grad" "Hvordan du skal komme tilbage på arbejde igen" "1" "1" "1" "pat" "no_cutpoints"
"s_254" "0" "28g" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_254" "2" "28g" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_255" "1" "28h" "1" "I høj grad" "Ikke at have nogen at snakke med" "1" "1" "1" "pat" "no_cutpoints"
"s_255" "0" "28h" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_255" "2" "28h" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_256" "1" "28i" "1" "I høj grad" "Hvor længe du kan leve med din hjertesygdom" "1" "1" "1" "pat" "no_cutpoints"
"s_256" "0" "28i" "3" "I mindre grad" "I mindre grad/slet ikke" "0" "1" "1" "pat" "no_cutpoints"
"s_256" "2" "28i" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "pat" "no_cutpoints"
"s_257" "5" "31a" "1" "Hele tiden" "" "5" "1" "1" "pat" "no_cutpoints"
"s_257" "4" "31a" "2" "Det meste af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_257" "3" "31a" "3" "Lidt over halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_257" "2" "31a" "4" "Lidt under halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_257" "1" "31a" "5" "Lidt af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_257" "0" "31a" "6" "På intet tidspunkt" "" "0" "1" "1" "pat" "no_cutpoints"
"s_258" "5" "31b" "1" "Hele tiden" "" "5" "1" "1" "pat" "no_cutpoints"
"s_258" "4" "31b" "2" "Det meste af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_258" "3" "31b" "3" "Lidt over halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_258" "2" "31b" "4" "Lidt under halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_258" "1" "31b" "5" "Lidt af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_258" "0" "31b" "6" "På intet tidspunkt" "" "0" "1" "1" "pat" "no_cutpoints"
"s_259" "5" "32a" "1" "Hele tiden" "" "5" "1" "1" "pat" "no_cutpoints"
"s_259" "4" "32a" "2" "Det meste af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_259" "3" "32a" "3" "Lidt over halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_259" "2" "32a" "4" "Lidt under halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_259" "1" "32a" "5" "Lidt af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_259" "0" "32a" "6" "På intet tidspunkt" "" "0" "1" "1" "pat" "no_cutpoints"
"s_260" "5" "32b" "1" "Hele tiden" "" "5" "1" "1" "pat" "no_cutpoints"
"s_260" "4" "32b" "2" "Det meste af tiden" "" "4" "1" "1" "pat" "no_cutpoints"
"s_260" "3" "32b" "3" "Lidt over halvdelen af tiden" "" "3" "1" "1" "pat" "no_cutpoints"
"s_260" "2" "32b" "4" "Lidt under halvdelen af tiden" "" "2" "1" "1" "pat" "no_cutpoints"
"s_260" "1" "32b" "5" "Lidt af tiden" "" "1" "1" "1" "pat" "no_cutpoints"
"s_260" "0" "32b" "6" "På intet tidspunkt" "" "0" "1" "1" "pat" "no_cutpoints"
"s_263_1" "0" "25.1a" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_263_1" "1" "25.1a" "1" "Valgt" "For min sundhed - fx fordi jeg gerne vil undgå, at sygdommen udvikler sig" "0" NA "0" "pat" "no_cutpoints"
"s_263_2" "0" "25.1b" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_263_2" "1" "25.1b" "1" "Valgt" "For at få mindre lægeordineret medicin" "0" NA "0" "pat" "no_cutpoints"
"s_263_3" "0" "25.1c" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_263_3" "1" "25.1c" "1" "Valgt" "Som supplement til den øvrige behandling" "0" NA "0" "pat" "no_cutpoints"
"s_263_4" "0" "25.1d" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_263_4" "1" "25.1d" "1" "Valgt" "Som behandling/lindring af anden sygdom" "0" NA "0" "pat" "no_cutpoints"
"s_263_5" "0" "25.1e" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_263_5" "1" "25.1e" "1" "Valgt" "Fordi kosttilskud og naturlægemidler ikke har bivirkninger" "0" NA "0" "pat" "no_cutpoints"
"s_263_6" "0" "25.1f" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_263_6" "1" "25.1f" "1" "Valgt" "Jeg har fået det anbefalet af en læge, tandlæge eller sygeplejerske" "0" NA "0" "pat" "no_cutpoints"
"s_263_7" "0" "25.1g" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_263_7" "1" "25.1g" "1" "Valgt" "Jeg har fået det anbefalet af familie, ven/veninde, kollega, nabo, en anden hjertepatient e.a." "0" NA "0" "pat" "no_cutpoints"
"s_263_8" "0" "25.1h" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
"s_263_8" "1" "25.1h" "1" "Valgt" "Andet" "0" NA "0" "pat" "no_cutpoints"
"s_264_1" "0" "25.2a" "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "no_cutpoints"
