"strat_level" "count" "percent" "strat" "item" "response" "mean" "patient_data" "Kon" "Alder"
NA 304.429774515332 13.6748805919478 "converted_binary" "s_219" "Undervisning i din sygdom" NA TRUE NA NA
NA 163.344874127601 22.2092084633773 "converted_binary" "s_219" "Rådgivning om sex og samliv" NA TRUE NA NA
NA 352.428354006051 12.5692562958082 "converted_binary" "s_219" "Individuel samtale om medicin" NA TRUE NA NA
NA 102.033623958619 18.2027706041718 "converted_binary" "s_219" "Rådgivning om arbejdsmarkedstilknytning" NA TRUE NA NA
NA 136.692455655205 15.1726672769469 "converted_binary" "s_219" "Undervisning i de psykiske reaktioner på sygdommen" NA TRUE NA NA
NA 217.897526099673 9.04356208201597 "converted_binary" "s_95" "Sygedagpenge" NA TRUE NA NA
NA 107.414422935238 6.89671934154653 "converted_binary" "s_95" "Fleksjob" NA TRUE NA NA
NA 193.478996991195 11.9612961502335 "converted_binary" "s_95" "Førtidspension" NA TRUE NA NA
NA 192.122715506049 9.66586676061049 "converted_binary" "s_95" "Hjælpemidler" NA TRUE NA NA
NA 340.47241215937 17.5366424623783 "converted_binary" "s_95" "Hjemmehjælp" NA TRUE NA NA
NA 571.300633346625 18.8455152485392 "converted_binary" "s_95" "Tilskud til medicin" NA TRUE NA NA
NA 163.754017232355 9.71487522028234 "converted_binary" "s_95" "Tilskud til psykolog" NA TRUE NA NA
NA 109.161224799832 7.26568075344978 "converted_binary" "s_95" "Ansøgning om merudgifter på grund af nedsat fysisk/psykisk funktionsevne" NA TRUE NA NA
NA 1435.2954409964 16.6031966619271 "converted_binary" "s_248" "Ikke at få den rette behandling" NA TRUE NA NA
NA 2800.07330475267 32.3709148193344 "converted_binary" "s_248" "Om din hjertesygdom forværres" NA TRUE NA NA
NA 3275.22965211448 37.8373731491537 "converted_binary" "s_248" "At dine nærmeste bekymrer sig" NA TRUE NA NA
NA 1711.91374582081 19.7834645831551 "converted_binary" "s_248" "At være en byrde for din familie" NA TRUE NA NA
NA 2071.78218382333 23.9473858615757 "converted_binary" "s_248" "Hvordan det skal gå din familie i fremtiden" NA TRUE NA NA
NA 1869.85515203128 21.5927028914913 "converted_binary" "s_248" "Hvordan du får talt med dine nærmeste om din sygdom" NA TRUE NA NA
NA 274.083031705404 3.17388539886557 "converted_binary" "s_248" "Hvordan du skal komme tilbage på arbejde igen" NA TRUE NA NA
NA 956.660201599797 11.0605302591564 "converted_binary" "s_248" "Ikke at have nogen at snakke med" NA TRUE NA NA
NA 2355.31039895205 27.2158151169871 "converted_binary" "s_248" "Hvor længe du kan leve med din hjertesygdom" NA TRUE NA NA
NA 2636.19283071211 30.5912745118238 "converted_binary" "s_127" "Manglende eller nedsat lyst til sex" NA TRUE NA NA
NA 1445.96924578753 16.8095769420479 "converted_binary" "s_127" "Nervøsitet for at have sex" NA TRUE NA NA
NA 2983.68507388142 34.6648676314914 "converted_binary" "s_127" "Fysiske problemer i forhold til at have sex" NA TRUE NA NA
NA 2463.27744926428 28.4582678831032 "converted_binary" "s_268" "Bekymringer er begyndt at styre mit liv" NA TRUE NA NA
NA 1234.87049904371 14.2821666514742 "converted_binary" "s_268" "Jeg undgår nødvendig kontakt med læge eller sygehus" NA TRUE NA NA
NA 1239.16223181834 14.3497994770436 "converted_binary" "s_268" "Mine bekymringer påvirker andre" NA TRUE NA NA
NA 700.976937188207 8.1033321789773 "converted_binary" "s_268" "Mine bekymringer påvirker min søvn og evnen til at fungere" NA TRUE NA NA
NA 621.566227344479 7.18535533559042 "converted_binary" "s_268" "Mine bekymringer giver mig vedvarende fysiske symptomer" NA TRUE NA NA
NA 935 77.0816158285243 "converted_binary" "s_4" "Praktisk hjælp" NA FALSE NA NA
NA 305 25.2274607113317 "converted_binary" "s_4" "Personlig pleje" NA FALSE NA NA
NA 1092 90.0990099009901 "converted_binary" "s_4" "Psykisk støtte" NA FALSE NA NA
NA 814 67.2727272727273 "converted_binary" "s_4" "Sunde vaner" NA FALSE NA NA
NA 1039 85.5848434925865 "converted_binary" "s_4" "At deltage i patientsamtaler, undersøgelser eller behandling" NA FALSE NA NA
NA 661 54.4929925803792 "converted_binary" "s_4" "At holde styr på den hjertesyges aftaler" NA FALSE NA NA
NA 531 43.7757625721352 "converted_binary" "s_4" "At holde styr på medicin" NA FALSE NA NA
NA 925 76.3201320132013 "converted_binary" "s_4" "At tilse, overvåge eller være i nærheden af den hjertesyge" NA FALSE NA NA
NA 1012 83.4983498349835 "converted_binary" "s_4" "At holde familie og venner orienteret" NA FALSE NA NA
NA 453 37.3146622734761 "converted_binary" "s_195" "Var psykisk belastende for dig" NA FALSE NA NA
NA 108 8.89621087314662 "converted_binary" "s_195" "Havde negativ betydning for dit eget fysiske helbred" NA FALSE NA NA
NA 139 11.4497528830313 "converted_binary" "s_195" "Gjorde at du ikke havde tid eller overskud til din (øvrige) familie" NA FALSE NA NA
NA 175 14.4151565074135 "converted_binary" "s_195" "Gjorde at du ikke havde tid eller overskud til dine (øvrige) venner/bekendte" NA FALSE NA NA
NA 178 14.674361088211 "converted_binary" "s_195" "Gjorde at du ikke havde tid eller overskud til dine egne aktiviteter" NA FALSE NA NA
NA 582 47.9802143446002 "converted_binary" "s_195" "Gav dig et tættere forhold til den hjertesyge" NA FALSE NA NA
NA 70 5.7660626029654 "converted_binary" "s_195" "Gav flere konflikter med den hjertesyge" NA FALSE NA NA
NA 110 9.0684253915911 "converted_binary" "s_195" "Gjorde at dine drømme om fremtiden er bristet" NA FALSE NA NA
NA 659 54.3281121187139 "converted_binary" "s_195" "Gav dig øget opmærksomhed på de vigtige ting i livet" NA FALSE NA NA
NA 900 74.318744838976 "converted_binary" "s_87" "Samtaler med en psykolog" NA FALSE NA NA
NA 873 72.0891824938068 "converted_binary" "s_87" "Samtalegrupper med andre pårørende" NA FALSE NA NA
NA 844 69.6944673823287 "converted_binary" "s_87" "Samtaler med socialrådgiver" NA FALSE NA NA
NA 787 64.9876135425268 "converted_binary" "s_87" "Rådgivning eller kurser om kost, motion, medicin, sygdommen, rollen som pårørende, sex og samliv, psykiske reaktioner m.m." NA FALSE NA NA
NA 864 71.345995045417 "converted_binary" "s_87" "Aflastning ift. praktiske opgaver" NA FALSE NA NA
NA 829 68.6258278145695 "converted_binary" "s_87" "Individuel samtale med anden pårørende" NA FALSE NA NA
NA 0 0 "converted_binary" "s_124" "Samtaler med en psykolog" NA FALSE NA NA
NA 5 17.2413793103448 "converted_binary" "s_124" "Samtalegrupper med andre pårørende" NA FALSE NA NA
NA 0 0 "converted_binary" "s_124" "Samtaler med socialrådgiver" NA FALSE NA NA
NA 18 16.6666666666667 "converted_binary" "s_124" "Rådgivning eller kurser om kost, motion, medicin, sygdommen, rollen som pårørende, sex og samliv, psykiske reaktioner m.m." NA FALSE NA NA
NA 0 0 "converted_binary" "s_124" "Aflastning ift. praktiske opgaver" NA FALSE NA NA
NA 0 0 "converted_binary" "s_124" "Individuel samtale med andre pårørende" NA FALSE NA NA
NA 355 29.2904290429043 "converted_binary" "s_174" "Om den hjertesyge får/fik den rette behandling" NA FALSE NA NA
NA 571 47.1122112211221 "converted_binary" "s_174" "Om hjertesygdommen forværres" NA FALSE NA NA
NA 601 49.6694214876033 "converted_binary" "s_174" "Om den hjertesyge bekymrer sig" NA FALSE NA NA
NA 509 41.996699669967 "converted_binary" "s_174" "Hvordan fremtiden ser ud" NA FALSE NA NA
NA 383 31.6006600660066 "converted_binary" "s_174" "Hvordan du får talt med den hjertesyge om sygdommen" NA FALSE NA NA
NA 730 60.280759702725 "converted_binary" "s_174" "Om du er der, hvis hjertesygdommen akut forværres" NA FALSE NA NA
NA 472 38.9438943894389 "converted_binary" "s_174" "Om du kan holde til det fysisk og psykisk" NA FALSE NA NA
NA 486 40.0659521846661 "converted_binary" "s_209" "Bekymringer som følge af corona-pandemien er begyndt at styre mit liv" NA FALSE NA NA
NA 200 16.4880461665293 "converted_binary" "s_209" "Jeg undgår nødvendig kontakt med læge eller sygehus" NA FALSE NA NA
NA 178 14.6985962014864 "converted_binary" "s_209" "Mine bekymringer påvirker andre fx partner eller børn" NA FALSE NA NA
NA 135 11.1386138613861 "converted_binary" "s_209" "Mine bekymringer påvirker min søvn og evnen til at fungere" NA FALSE NA NA
NA 103 8.4983498349835 "converted_binary" "s_209" "Mine bekymringer giver mig vedvarende fysiske symptomer" NA FALSE NA NA
"Total-Total" 2791 30.4 "Kon/alder" "s_7" "Nej, på ingen afdelinger" NA TRUE "Total" "Total"
"female-Total" 994 34.1 "Kon/alder" "s_7" "Nej, på ingen afdelinger" NA TRUE "female" "Total"
"female-Alder <=65" 223 33.2 "Kon/alder" "s_7" "Nej, på ingen afdelinger" NA TRUE "female" "Alder <=65"
"female-Alder >65" 771 34.4 "Kon/alder" "s_7" "Nej, på ingen afdelinger" NA TRUE "female" "Alder >65"
"male-Total" 1797 28.7 "Kon/alder" "s_7" "Nej, på ingen afdelinger" NA TRUE "male" "Total"
"male-Alder <=65" 701 31 "Kon/alder" "s_7" "Nej, på ingen afdelinger" NA TRUE "male" "Alder <=65"
"male-Alder >65" 1096 27.3 "Kon/alder" "s_7" "Nej, på ingen afdelinger" NA TRUE "male" "Alder >65"
"Total-Total" 1273 13.8 "Kon/alder" "s_9" "I mindre grad/slet ikke" NA TRUE "Total" "Total"
"female-Total" 516 17.6 "Kon/alder" "s_9" "I mindre grad/slet ikke" NA TRUE "female" "Total"
"female-Alder <=65" 163 24.3 "Kon/alder" "s_9" "I mindre grad/slet ikke" NA TRUE "female" "Alder <=65"
"female-Alder >65" 353 15.7 "Kon/alder" "s_9" "I mindre grad/slet ikke" NA TRUE "female" "Alder >65"
"male-Total" 757 12.1 "Kon/alder" "s_9" "I mindre grad/slet ikke" NA TRUE "male" "Total"
"male-Alder <=65" 361 16 "Kon/alder" "s_9" "I mindre grad/slet ikke" NA TRUE "male" "Alder <=65"
"male-Alder >65" 396 9.9 "Kon/alder" "s_9" "I mindre grad/slet ikke" NA TRUE "male" "Alder >65"
"Total-Total" 1722 18.8 "Kon/alder" "s_227" "I mindre grad/slet ikke" NA TRUE "Total" "Total"
"female-Total" 657 22.5 "Kon/alder" "s_227" "I mindre grad/slet ikke" NA TRUE "female" "Total"
"female-Alder <=65" 196 29.2 "Kon/alder" "s_227" "I mindre grad/slet ikke" NA TRUE "female" "Alder <=65"
"female-Alder >65" 461 20.5 "Kon/alder" "s_227" "I mindre grad/slet ikke" NA TRUE "female" "Alder >65"
"male-Total" 1065 17.1 "Kon/alder" "s_227" "I mindre grad/slet ikke" NA TRUE "male" "Total"
"male-Alder <=65" 438 19.6 "Kon/alder" "s_227" "I mindre grad/slet ikke" NA TRUE "male" "Alder <=65"
"male-Alder >65" 627 15.7 "Kon/alder" "s_227" "I mindre grad/slet ikke" NA TRUE "male" "Alder >65"
"Total-Total" 1608 17.7 "Kon/alder" "s_162" "I mindre grad/slet ikke" NA TRUE "Total" "Total"
"female-Total" 653 22.6 "Kon/alder" "s_162" "I mindre grad/slet ikke" NA TRUE "female" "Total"
"female-Alder <=65" 130 19.5 "Kon/alder" "s_162" "I mindre grad/slet ikke" NA TRUE "female" "Alder <=65"
"female-Alder >65" 523 23.5 "Kon/alder" "s_162" "I mindre grad/slet ikke" NA TRUE "female" "Alder >65"
"male-Total" 956 15.4 "Kon/alder" "s_162" "I mindre grad/slet ikke" NA TRUE "male" "Total"
"male-Alder <=65" 323 14.5 "Kon/alder" "s_162" "I mindre grad/slet ikke" NA TRUE "male" "Alder <=65"
"male-Alder >65" 633 15.9 "Kon/alder" "s_162" "I mindre grad/slet ikke" NA TRUE "male" "Alder >65"
"Total-Total" 1110 14.7 "Kon/alder" "s_229" "I mindre grad/slet ikke" NA TRUE "Total" "Total"
"female-Total" 375 15.8 "Kon/alder" "s_229" "I mindre grad/slet ikke" NA TRUE "female" "Total"
"female-Alder <=65" 82 14.5 "Kon/alder" "s_229" "I mindre grad/slet ikke" NA TRUE "female" "Alder <=65"
"female-Alder >65" 292 16.2 "Kon/alder" "s_229" "I mindre grad/slet ikke" NA TRUE "female" "Alder >65"
"male-Total" 735 14.2 "Kon/alder" "s_229" "I mindre grad/slet ikke" NA TRUE "male" "Total"
"male-Alder <=65" 323 17.1 "Kon/alder" "s_229" "I mindre grad/slet ikke" NA TRUE "male" "Alder <=65"
"male-Alder >65" 412 12.5 "Kon/alder" "s_229" "I mindre grad/slet ikke" NA TRUE "male" "Alder >65"
"Total-Total" 1976 22.6 "Kon/alder" "s_238" "I mindre grad/slet ikke" NA TRUE "Total" "Total"
"female-Total" 788 28.1 "Kon/alder" "s_238" "I mindre grad/slet ikke" NA TRUE "female" "Total"
"female-Alder <=65" 221 33.8 "Kon/alder" "s_238" "I mindre grad/slet ikke" NA TRUE "female" "Alder <=65"
"female-Alder >65" 567 26.4 "Kon/alder" "s_238" "I mindre grad/slet ikke" NA TRUE "female" "Alder >65"
"male-Total" 1188 20 "Kon/alder" "s_238" "I mindre grad/slet ikke" NA TRUE "male" "Total"
"male-Alder <=65" 468 22.2 "Kon/alder" "s_238" "I mindre grad/slet ikke" NA TRUE "male" "Alder <=65"
"male-Alder >65" 720 18.8 "Kon/alder" "s_238" "I mindre grad/slet ikke" NA TRUE "male" "Alder >65"
"Total-Total" 648 10.8 "Kon/alder" "s_66" "I mindre grad/slet ikke" NA TRUE "Total" "Total"
"female-Total" 284 15.2 "Kon/alder" "s_66" "I mindre grad/slet ikke" NA TRUE "female" "Total"
"female-Alder <=65" 78 17.8 "Kon/alder" "s_66" "I mindre grad/slet ikke" NA TRUE "female" "Alder <=65"
"female-Alder >65" 206 14.4 "Kon/alder" "s_66" "I mindre grad/slet ikke" NA TRUE "female" "Alder >65"
"male-Total" 364 8.8 "Kon/alder" "s_66" "I mindre grad/slet ikke" NA TRUE "male" "Total"
"male-Alder <=65" 144 10.4 "Kon/alder" "s_66" "I mindre grad/slet ikke" NA TRUE "male" "Alder <=65"
"male-Alder >65" 220 8.1 "Kon/alder" "s_66" "I mindre grad/slet ikke" NA TRUE "male" "Alder >65"
"Total-Total" 1745 19.9 "Kon/alder" "s_49" "I nogen grad/i høj grad" NA TRUE "Total" "Total"
"female-Total" 763 27.4 "Kon/alder" "s_49" "I nogen grad/i høj grad" NA TRUE "female" "Total"
"female-Alder <=65" 281 43.1 "Kon/alder" "s_49" "I nogen grad/i høj grad" NA TRUE "female" "Alder <=65"
"female-Alder >65" 481 22.6 "Kon/alder" "s_49" "I nogen grad/i høj grad" NA TRUE "female" "Alder >65"
"male-Total" 982 16.4 "Kon/alder" "s_49" "I nogen grad/i høj grad" NA TRUE "male" "Total"
"male-Alder <=65" 538 25.5 "Kon/alder" "s_49" "I nogen grad/i høj grad" NA TRUE "male" "Alder <=65"
"male-Alder >65" 444 11.4 "Kon/alder" "s_49" "I nogen grad/i høj grad" NA TRUE "male" "Alder >65"
"Total-Total" 547 34.8 "Kon/alder" "s_89" "I mindre grad/slet ikke" NA TRUE "Total" "Total"
"female-Total" 109 36.5 "Kon/alder" "s_89" "I mindre grad/slet ikke" NA TRUE "female" "Total"
"female-Alder <=65" 94 35.4 "Kon/alder" "s_89" "I mindre grad/slet ikke" NA TRUE "female" "Alder <=65"
"female-Alder >65" 14 46.1 "Kon/alder" "s_89" "I mindre grad/slet ikke" NA TRUE "female" "Alder >65"
"male-Total" 438 34.5 "Kon/alder" "s_89" "I mindre grad/slet ikke" NA TRUE "male" "Total"
"male-Alder <=65" 346 33.7 "Kon/alder" "s_89" "I mindre grad/slet ikke" NA TRUE "male" "Alder <=65"
"male-Alder >65" 92 37.8 "Kon/alder" "s_89" "I mindre grad/slet ikke" NA TRUE "male" "Alder >65"
"Total-Total" 2098 24.1 "Kon/alder" "s_130" "Dårligt / Mindre godt" NA TRUE "Total" "Total"
"female-Total" 835 30.4 "Kon/alder" "s_130" "Dårligt / Mindre godt" NA TRUE "female" "Total"
"female-Alder <=65" 245 37.8 "Kon/alder" "s_130" "Dårligt / Mindre godt" NA TRUE "female" "Alder <=65"
"female-Alder >65" 590 28.1 "Kon/alder" "s_130" "Dårligt / Mindre godt" NA TRUE "female" "Alder >65"
"male-Total" 1263 21.2 "Kon/alder" "s_130" "Dårligt / Mindre godt" NA TRUE "male" "Total"
"male-Alder <=65" 530 25.1 "Kon/alder" "s_130" "Dårligt / Mindre godt" NA TRUE "male" "Alder <=65"
"male-Alder >65" 733 19.1 "Kon/alder" "s_130" "Dårligt / Mindre godt" NA TRUE "male" "Alder >65"
"Total-Total" 1505 17.3 "Kon/alder" "s_266" "I mindre grad/slet ikke" NA TRUE "Total" "Total"
"female-Total" 399 14.5 "Kon/alder" "s_266" "I mindre grad/slet ikke" NA TRUE "female" "Total"
"female-Alder <=65" 158 24.7 "Kon/alder" "s_266" "I mindre grad/slet ikke" NA TRUE "female" "Alder <=65"
"female-Alder >65" 241 11.3 "Kon/alder" "s_266" "I mindre grad/slet ikke" NA TRUE "female" "Alder >65"
"male-Total" 1106 18.6 "Kon/alder" "s_266" "I mindre grad/slet ikke" NA TRUE "male" "Total"
"male-Alder <=65" 585 27.8 "Kon/alder" "s_266" "I mindre grad/slet ikke" NA TRUE "male" "Alder <=65"
"male-Alder >65" 521 13.5 "Kon/alder" "s_266" "I mindre grad/slet ikke" NA TRUE "male" "Alder >65"
"Total-Total" 1490 17.1 "Kon/alder" "s_267" "Ja" NA TRUE "Total" "Total"
"female-Total" 547 19.9 "Kon/alder" "s_267" "Ja" NA TRUE "female" "Total"
"female-Alder <=65" 162 25.4 "Kon/alder" "s_267" "Ja" NA TRUE "female" "Alder <=65"
"female-Alder >65" 385 18.2 "Kon/alder" "s_267" "Ja" NA TRUE "female" "Alder >65"
"male-Total" 943 15.8 "Kon/alder" "s_267" "Ja" NA TRUE "male" "Total"
"male-Alder <=65" 317 15.1 "Kon/alder" "s_267" "Ja" NA TRUE "male" "Alder <=65"
"male-Alder >65" 626 16.2 "Kon/alder" "s_267" "Ja" NA TRUE "male" "Alder >65"
"Total-Total" 455 5.2 "Kon/alder" "t_ils_hi_score" "T-ILS score >=7" NA TRUE "Total" "Total"
"female-Total" 160 5.8 "Kon/alder" "t_ils_hi_score" "T-ILS score >=7" NA TRUE "female" "Total"
"female-Alder <=65" 61 9.5 "Kon/alder" "t_ils_hi_score" "T-ILS score >=7" NA TRUE "female" "Alder <=65"
"female-Alder >65" 99 4.7 "Kon/alder" "t_ils_hi_score" "T-ILS score >=7" NA TRUE "female" "Alder >65"
"male-Total" 295 5 "Kon/alder" "t_ils_hi_score" "T-ILS score >=7" NA TRUE "male" "Total"
"male-Alder <=65" 149 7.1 "Kon/alder" "t_ils_hi_score" "T-ILS score >=7" NA TRUE "male" "Alder <=65"
"male-Alder >65" 146 3.8 "Kon/alder" "t_ils_hi_score" "T-ILS score >=7" NA TRUE "male" "Alder >65"
"Total-Total" 524 6.1 "Kon/alder" "hads_anxiety" "HADS anxiety >=11" NA TRUE "Total" "Total"
"female-Total" 230 8.7 "Kon/alder" "hads_anxiety" "HADS anxiety >=11" NA TRUE "female" "Total"
"female-Alder <=65" 104 16.4 "Kon/alder" "hads_anxiety" "HADS anxiety >=11" NA TRUE "female" "Alder <=65"
"female-Alder >65" 127 6.3 "Kon/alder" "hads_anxiety" "HADS anxiety >=11" NA TRUE "female" "Alder >65"
"male-Total" 294 5 "Kon/alder" "hads_anxiety" "HADS anxiety >=11" NA TRUE "male" "Total"
"male-Alder <=65" 195 9.3 "Kon/alder" "hads_anxiety" "HADS anxiety >=11" NA TRUE "male" "Alder <=65"
"male-Alder >65" 99 2.6 "Kon/alder" "hads_anxiety" "HADS anxiety >=11" NA TRUE "male" "Alder >65"
"Total-Total" 446 5.2 "Kon/alder" "hads_depression" "HADS depression >=11" NA TRUE "Total" "Total"
"female-Total" 166 6.2 "Kon/alder" "hads_depression" "HADS depression >=11" NA TRUE "female" "Total"
"female-Alder <=65" 81 12.7 "Kon/alder" "hads_depression" "HADS depression >=11" NA TRUE "female" "Alder <=65"
"female-Alder >65" 85 4.2 "Kon/alder" "hads_depression" "HADS depression >=11" NA TRUE "female" "Alder >65"
"male-Total" 281 4.8 "Kon/alder" "hads_depression" "HADS depression >=11" NA TRUE "male" "Total"
"male-Alder <=65" 143 6.8 "Kon/alder" "hads_depression" "HADS depression >=11" NA TRUE "male" "Alder <=65"
"male-Alder >65" 138 3.6 "Kon/alder" "hads_depression" "HADS depression >=11" NA TRUE "male" "Alder >65"
"Total-Total" 2293 26.5 "Kon/alder" "who5" "WHO-1 <50" NA TRUE "Total" "Total"
"female-Total" 912 33.5 "Kon/alder" "who5" "WHO-1 <50" NA TRUE "female" "Total"
"female-Alder <=65" 272 42.4 "Kon/alder" "who5" "WHO-1 <50" NA TRUE "female" "Alder <=65"
"female-Alder >65" 640 30.8 "Kon/alder" "who5" "WHO-1 <50" NA TRUE "female" "Alder >65"
"male-Total" 1381 23.3 "Kon/alder" "who5" "WHO-1 <50" NA TRUE "male" "Total"
"male-Alder <=65" 628 29.9 "Kon/alder" "who5" "WHO-1 <50" NA TRUE "male" "Alder <=65"
"male-Alder >65" 753 19.6 "Kon/alder" "who5" "WHO-1 <50" NA TRUE "male" "Alder >65"
"Total-Total" NA NA "Kon/alder" "hq_score_physical" NA 2.1 TRUE "Total" "Total"
"female-Total" NA NA "Kon/alder" "hq_score_physical" NA 1.9 TRUE "female" "Total"
"female-Alder <=65" NA NA "Kon/alder" "hq_score_physical" NA 2 TRUE "female" "Alder <=65"
"female-Alder >65" NA NA "Kon/alder" "hq_score_physical" NA 1.8 TRUE "female" "Alder >65"
"male-Total" NA NA "Kon/alder" "hq_score_physical" NA 2.2 TRUE "male" "Total"
"male-Alder <=65" NA NA "Kon/alder" "hq_score_physical" NA 2.3 TRUE "male" "Alder <=65"
"male-Alder >65" NA NA "Kon/alder" "hq_score_physical" NA 2.2 TRUE "male" "Alder >65"
"Total-Total" NA NA "Kon/alder" "hq_score_emotional" NA 2.3 TRUE "Total" "Total"
"female-Total" NA NA "Kon/alder" "hq_score_emotional" NA 2.2 TRUE "female" "Total"
"female-Alder <=65" NA NA "Kon/alder" "hq_score_emotional" NA 2 TRUE "female" "Alder <=65"
"female-Alder >65" NA NA "Kon/alder" "hq_score_emotional" NA 2.3 TRUE "female" "Alder >65"
"male-Total" NA NA "Kon/alder" "hq_score_emotional" NA 2.4 TRUE "male" "Total"
"male-Alder <=65" NA NA "Kon/alder" "hq_score_emotional" NA 2.3 TRUE "male" "Alder <=65"
"male-Alder >65" NA NA "Kon/alder" "hq_score_emotional" NA 2.5 TRUE "male" "Alder >65"
"Total-Total" 406 34.2 "Kon/alder" "s_114" "I nogen grad/i høj grad" NA FALSE "Total" "Total"
"female-Total" 329 36 "Kon/alder" "s_114" "I nogen grad/i høj grad" NA FALSE "female" "Total"
"female-Alder <=65" 182 41.5 "Kon/alder" "s_114" "I nogen grad/i høj grad" NA FALSE "female" "Alder <=65"
"female-Alder >65" 147 31 "Kon/alder" "s_114" "I nogen grad/i høj grad" NA FALSE "female" "Alder >65"
"male-Total" 77 28 "Kon/alder" "s_114" "I nogen grad/i høj grad" NA FALSE "male" "Total"
"male-Alder <=65" 27 31.8 "Kon/alder" "s_114" "I nogen grad/i høj grad" NA FALSE "male" "Alder <=65"
"male-Alder >65" 50 26.3 "Kon/alder" "s_114" "I nogen grad/i høj grad" NA FALSE "male" "Alder >65"
"Total-Total" 75 6.1 "Kon/alder" "s_171" "I mindre grad / Slet ikke" NA FALSE "Total" "Total"
"female-Total" 50 5.3 "Kon/alder" "s_171" "I mindre grad / Slet ikke" NA FALSE "female" "Total"
"female-Alder <=65" 22 4.9 "Kon/alder" "s_171" "I mindre grad / Slet ikke" NA FALSE "female" "Alder <=65"
"female-Alder >65" 28 5.7 "Kon/alder" "s_171" "I mindre grad / Slet ikke" NA FALSE "female" "Alder >65"
"male-Total" 25 8.7 "Kon/alder" "s_171" "I mindre grad / Slet ikke" NA FALSE "male" "Total"
"male-Alder <=65" 13 14.3 "Kon/alder" "s_171" "I mindre grad / Slet ikke" NA FALSE "male" "Alder <=65"
"male-Alder >65" 12 6.1 "Kon/alder" "s_171" "I mindre grad / Slet ikke" NA FALSE "male" "Alder >65"
"Total-Total" 272 22.1 "Kon/alder" "s_204" "I nogen grad/i høj grad" NA FALSE "Total" "Total"
"female-Total" 204 21.7 "Kon/alder" "s_204" "I nogen grad/i høj grad" NA FALSE "female" "Total"
"female-Alder <=65" 112 24.9 "Kon/alder" "s_204" "I nogen grad/i høj grad" NA FALSE "female" "Alder <=65"
"female-Alder >65" 92 18.8 "Kon/alder" "s_204" "I nogen grad/i høj grad" NA FALSE "female" "Alder >65"
"male-Total" 68 23.5 "Kon/alder" "s_204" "I nogen grad/i høj grad" NA FALSE "male" "Total"
"male-Alder <=65" 23 25.3 "Kon/alder" "s_204" "I nogen grad/i høj grad" NA FALSE "male" "Alder <=65"
"male-Alder >65" 45 22.7 "Kon/alder" "s_204" "I nogen grad/i høj grad" NA FALSE "male" "Alder >65"
"Total-Total" 218 17.8 "Kon/alder" "s_50" "I mindre grad / Slet ikke" NA FALSE "Total" "Total"
"female-Total" 158 16.8 "Kon/alder" "s_50" "I mindre grad / Slet ikke" NA FALSE "female" "Total"
"female-Alder <=65" 84 18.7 "Kon/alder" "s_50" "I mindre grad / Slet ikke" NA FALSE "female" "Alder <=65"
"female-Alder >65" 74 15.1 "Kon/alder" "s_50" "I mindre grad / Slet ikke" NA FALSE "female" "Alder >65"
"male-Total" 60 20.8 "Kon/alder" "s_50" "I mindre grad / Slet ikke" NA FALSE "male" "Total"
"male-Alder <=65" 20 22 "Kon/alder" "s_50" "I mindre grad / Slet ikke" NA FALSE "male" "Alder <=65"
"male-Alder >65" 40 20.2 "Kon/alder" "s_50" "I mindre grad / Slet ikke" NA FALSE "male" "Alder >65"
"Total-Total" 620 50.4 "Kon/alder" "s_51" "I mindre grad / Slet ikke" NA FALSE "Total" "Total"
"female-Total" 468 49.8 "Kon/alder" "s_51" "I mindre grad / Slet ikke" NA FALSE "female" "Total"
"female-Alder <=65" 232 51.6 "Kon/alder" "s_51" "I mindre grad / Slet ikke" NA FALSE "female" "Alder <=65"
"female-Alder >65" 236 48.2 "Kon/alder" "s_51" "I mindre grad / Slet ikke" NA FALSE "female" "Alder >65"
"male-Total" 152 52.6 "Kon/alder" "s_51" "I mindre grad / Slet ikke" NA FALSE "male" "Total"
"male-Alder <=65" 44 48.4 "Kon/alder" "s_51" "I mindre grad / Slet ikke" NA FALSE "male" "Alder <=65"
"male-Alder >65" 108 54.5 "Kon/alder" "s_51" "I mindre grad / Slet ikke" NA FALSE "male" "Alder >65"
"Total-Total" 760 61.8 "Kon/alder" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE "Total" "Total"
"female-Total" 588 62.6 "Kon/alder" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE "female" "Total"
"female-Alder <=65" 289 64.2 "Kon/alder" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE "female" "Alder <=65"
"female-Alder >65" 299 61 "Kon/alder" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE "female" "Alder >65"
"male-Total" 172 59.5 "Kon/alder" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE "male" "Total"
"male-Alder <=65" 49 53.8 "Kon/alder" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE "male" "Alder <=65"
"male-Alder >65" 123 62.1 "Kon/alder" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE "male" "Alder >65"
"Total-Total" 444 36.1 "Kon/alder" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE "Total" "Total"
